_time;exchange;trading_pair;strategy;type;order_id;size;price;trade_volume;fee;;Sum Trades;PnL;;PnL Net;Date
2018-07-15T19:48:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;edca58aa-ccfc-4b74-938e-414081129cf7;4,6;5449,010000;25081,140000;0,000000;-4,602900;0,000000;7191,150000;-2577,920000;4613,230000;15.07.2018
2018-07-16T18:23:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;VY7WXY;4,4;5629,000000;-24793,000000;-99,970000;4,404500;4,404500;7191,150000;-2677,890000;4513,260000;16.07.2018
2018-07-16T18:26:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;96a72ba8-6868-4a69-8390-915a8a35bb9f;4,4;5696,420000;25089,770000;0,000000;-4,404500;0,000000;7487,920000;-2677,890000;4810,030000;16.07.2018
2018-07-16T18:49:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;57KT7X;3,12;5622,000000;-17568,000000;-70,840000;3,124800;3,124800;7487,920000;-2748,730000;4739,190000;16.07.2018
2018-07-16T19:59:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;ba2f3cc2-6308-41cb-991c-5a967df11d82;3,12;5693,460000;17790,920000;0,000000;-3,124800;0,000000;7710,840000;-2748,730000;4962,110000;16.07.2018
2018-07-17T17:39:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;KFF7X7;0,16;5896,000000;-923,900000;-3,730000;0,156700;0,156700;7710,840000;-2752,460000;4958,380000;17.07.2018
2018-07-17T17:39:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;16e415c1-e0a5-46f0-be8c-b1db36be1608;0,16;5965,440000;935,000000;0,000000;-0,156700;0,000000;7721,940000;-2752,460000;4969,480000;17.07.2018
2018-07-17T17:52:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;6VCU68;0,1;6063,000000;-597,000000;-2,410000;0,098400;0,098400;7721,940000;-2754,870000;4967,070000;17.07.2018
2018-07-17T17:52:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;24235284-27ae-45e3-b15a-a28b940e30ad;0,1;6139,070000;604,120000;0,000000;-0,098400;0,000000;7729,060000;-2754,870000;4974,190000;17.07.2018
2018-07-17T18:53:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;A2ZWZG;1,98;6239,000000;-12378,000000;-49,910000;1,984000;1,984000;7729,060000;-2804,780000;4924,280000;17.07.2018
2018-07-17T19:15:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;d6826efd-8ad1-4184-9724-5958e89f973e;1,98;6304,290000;12507,710000;0,000000;-1,984000;0,000000;7858,770000;-2804,780000;5053,990000;17.07.2018
2018-07-17T19:16:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;27BQ74;0,2;6237,000000;-1242,000000;-5,010000;0,199200;0,199200;7858,770000;-2809,790000;5048,980000;17.07.2018
2018-07-17T19:17:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;74d48c0c-bf7c-4f4f-ad12-e5dad133fa81;0,2;6314,310000;1258,030000;0,000000;-0,199200;0,000000;7874,800000;-2809,790000;5065,010000;17.07.2018
2018-07-17T19:33:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;WSAPAZ;1;6227,000000;-6247,500000;-25,190000;1,003300;1,003300;7874,800000;-2834,980000;5039,820000;17.07.2018
2018-07-17T19:34:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;8afd4cea-d325-4663-8dc5-4e78dffdc379;1;6296,060000;6316,790000;0,000000;-1,003300;0,000000;7944,090000;-2834,980000;5109,110000;17.07.2018
2018-07-18T03:37:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;S2SPCR;0,12;6338,000000;-754,200000;-3,040000;0,119000;0,119000;7944,090000;-2838,020000;5106,070000;18.07.2018
2018-07-18T03:44:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;63868df5-6f81-466e-840b-9422c3130bc4;0,12;6405,770000;762,540000;0,000000;-0,119000;0,000000;7952,430000;-2838,020000;5114,410000;18.07.2018
2018-07-18T09:16:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;3FNXBK;0,98;6284,000000;-6172,000000;-24,880000;0,982100;0,982100;7952,430000;-2862,900000;5089,530000;18.07.2018
2018-07-18T09:19:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;00de57d8-ffd3-45af-9622-a7cfa64537ba;0,98;6354,940000;6241,060000;0,000000;-0,982100;0,000000;8021,490000;-2862,900000;5158,590000;18.07.2018
2018-07-18T17:44:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;B6MSSN;0,2;6350,000000;-1260,000000;-5,080000;0,198400;0,198400;8021,490000;-2867,980000;5153,510000;18.07.2018
2018-07-18T17:45:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;f1752b2e-b797-4d40-a5d1-d4b2ae2a57eb;0,2;6415,770000;1272,890000;0,000000;-0,198400;0,000000;8034,380000;-2867,980000;5166,400000;18.07.2018
2018-07-18T21:53:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;UHG4ET;3,98;6231,000000;-24786,000000;-99,950000;3,977900;3,977900;8034,380000;-2967,930000;5066,450000;18.07.2018
2018-07-18T22:38:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;9a63050d-b811-4246-9227-b8d02c250a6d;3,98;6301,760000;25067,900000;0,000000;-3,977900;0,000000;8316,280000;-2967,930000;5348,350000;18.07.2018
2018-07-19T00:21:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;GNPWXN;3,33;6235,000000;-20782,000000;-83,800000;3,333100;3,333100;8316,280000;-3051,730000;5264,550000;19.07.2018
2018-07-19T00:24:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;01bcb68f-7134-4e22-9126-5168ed240400;3,33;6304,010000;21012,020000;0,000000;-3,333100;0,000000;8546,300000;-3051,730000;5494,570000;19.07.2018
2018-07-19T07:08:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;278B36;0,2;6241,000000;-1243,000000;-5,010000;0,199200;0,199200;8546,300000;-3056,740000;5489,560000;19.07.2018
2018-07-19T07:10:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;0d4a10be-fbda-4bff-a0f4-cb29439b764f;0,2;6313,610000;1257,660000;0,000000;-0,199200;0,000000;8560,960000;-3056,740000;5504,220000;19.07.2018
2018-07-19T19:21:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;WYWHKW;3,9;6345,000000;-24737,000000;-99,740000;3,898600;3,898600;8560,960000;-3156,480000;5404,480000;19.07.2018
2018-07-19T19:35:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;f382a64a-8a2c-4195-95b1-ef7ca035c4d2;3,9;6419,980000;25028,680000;0,000000;-3,898600;0,000000;8852,640000;-3156,480000;5696,160000;19.07.2018
2018-07-20T00:27:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;X7B273;3,93;6301,000000;-24752,000000;-99,810000;3,928300;3,928300;8852,640000;-3256,290000;5596,350000;20.07.2018
2018-07-20T01:17:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;2fd3f56a-4322-44df-b175-43af7ef8dd39;3,93;6377,470000;25052,740000;0,000000;-3,928300;0,000000;9153,380000;-3256,290000;5897,090000;20.07.2018
2018-07-21T01:08:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;C8Q7BY;0,79;6126,000000;-4862,000000;-19,600000;0,793600;0,793600;9153,380000;-3275,890000;5877,490000;21.07.2018
2018-07-21T02:06:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;69586cc9-f378-4a36-bf15-633f2a50785f;0,79;6189,260000;4911,800000;0,000000;-0,793600;0,000000;9203,180000;-3275,890000;5927,290000;21.07.2018
2018-07-21T14:52:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;HYSH52;3,99;6214,000000;-24780,000000;-99,920000;3,987800;3,987800;9203,180000;-3375,810000;5827,370000;21.07.2018
2018-07-21T15:38:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;1b6c9bcd-1fad-43f4-9152-6d53bd989092;3,99;6288,010000;25075,580000;0,000000;-3,987800;0,000000;9498,760000;-3375,810000;6122,950000;21.07.2018
2018-07-21T16:14:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;D2P7DN;2,74;6259,000000;-17137,000000;-69,100000;2,737900;2,737900;9498,760000;-3444,910000;6053,850000;21.07.2018
2018-07-21T16:48:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;e94f2a6f-4911-4316-a472-dc1606cec6db;2,74;6331,550000;17335,280000;0,000000;-2,737900;0,000000;9697,040000;-3444,910000;6252,130000;21.07.2018
2018-07-23T08:33:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;TGQH7P;1,54;6531,000000;-10056,000000;-40,550000;1,539800;1,539800;9697,040000;-3485,460000;6211,580000;23.07.2018
2018-07-23T08:59:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;47cb5097-143c-41e1-bb4f-f741ff2ed5ab;1,54;6600,020000;10162,500000;0,000000;-1,539800;0,000000;9803,540000;-3485,460000;6318,080000;23.07.2018
2018-07-24T14:41:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;EMAPSP;0,99;6926,000000;-6871,000000;-27,700000;0,992000;0,992000;9803,540000;-3513,160000;6290,380000;24.07.2018
2018-07-24T15:32:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;799be4f0-db4f-4a02-80e9-457b350c8a6e;0,99;7002,250000;6946,230000;0,000000;-0,992000;0,000000;9878,770000;-3513,160000;6365,610000;24.07.2018
2018-07-24T16:26:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;8ACA8E;2,41;6942,000000;-16734,000000;-67,480000;2,410600;2,410600;9878,770000;-3580,640000;6298,130000;24.07.2018
2018-07-24T16:37:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;92399a19-4746-46b0-b734-5347cbb0fd01;2,41;7012,930000;16905,090000;0,000000;-2,410600;0,000000;10049,860000;-3580,640000;6469,220000;24.07.2018
2018-07-25T11:06:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;M5YEGB;1,26;6942,000000;-8738,600000;-35,240000;1,258800;1,258800;10049,860000;-3615,880000;6433,980000;25.07.2018
2018-07-25T11:07:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;0c81cbfa-3850-4588-a6c8-6eda24a074f0;1,26;7015,010000;8830,550000;0,000000;-1,258800;0,000000;10141,810000;-3615,880000;6525,930000;25.07.2018
2018-07-25T15:11:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;UCFX78;3,57;6943,000000;-24795,000000;-99,980000;3,571200;3,571200;10141,810000;-3715,860000;6425,950000;25.07.2018
2018-07-25T15:39:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;fc1593f5-f764-4523-aec5-51b1062b225a;3,57;6914,330000;24692,440000;-74,080000;-3,571200;0,000000;10039,250000;-3789,940000;6249,310000;25.07.2018
2018-07-25T18:38:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;G6GBMT;2,7;6831,000000;-18431,000000;-74,320000;2,698200;2,698200;10039,250000;-3864,260000;6174,990000;25.07.2018
2018-07-25T18:48:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;569219a2-ad4f-426a-a19d-4daa0e714a45;2,7;6914,020000;18655,690000;0,000000;-2,698200;0,000000;10263,940000;-3864,260000;6399,680000;25.07.2018
2018-07-25T21:46:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;8CNP8X;3,54;6999,000000;-24786,000000;-99,950000;3,541400;3,541400;10263,940000;-3964,210000;6299,730000;25.07.2018
2018-07-25T22:39:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;3df6fb61-af51-4f0a-9435-951dcedfbde1;3,54;7076,020000;25059,300000;0,000000;-3,541400;0,000000;10537,240000;-3964,210000;6573,030000;25.07.2018
2018-07-26T00:06:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;HBYTMU;1,45;6912,000000;-10011,000000;-40,370000;1,448300;1,448300;10537,240000;-4004,580000;6532,660000;26.07.2018
2018-07-26T00:23:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;5cb39d71-faf9-4bdd-a3f6-d181af5d22fb;1,45;6989,850000;10123,540000;0,000000;-1,448300;0,000000;10649,780000;-4004,580000;6645,200000;26.07.2018
2018-07-31T07:39:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;VHPYY8;1,98;6864,000000;-13618,000000;-54,910000;1,984000;1,984000;10649,780000;-4059,490000;6590,290000;31.07.2018
2018-07-31T07:59:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;a608d4ac-ffc2-4fc0-a050-8823acec376f;1,98;6933,840000;13756,740000;0,000000;-1,984000;0,000000;10788,520000;-4059,490000;6729,030000;31.07.2018
2018-07-31T21:07:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;SBSXZ9;0,79;6524,000000;-5177,000000;-20,880000;0,793600;0,793600;10788,520000;-4080,370000;6708,150000;31.07.2018
2018-07-31T21:07:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;caa05a97-171f-4572-8019-f7c3c70f0159;0,79;6594,010000;5233,010000;0,000000;-0,793600;0,000000;10844,530000;-4080,370000;6764,160000;31.07.2018
2018-08-07T06:03:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;QAQD6H;4,17;5946,000000;-24773,000000;-99,890000;4,166400;4,166400;10844,530000;-4180,260000;6664,270000;07.08.2018
2018-08-07T06:24:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;cc9c9fd2-8319-449d-9be4-a86b9b6ded29;4,17;6007,900000;25031,310000;0,000000;-4,166400;0,000000;11102,840000;-4180,260000;6922,580000;07.08.2018
2018-08-08T18:57:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;6PN73E;2,32;5318,000000;-12338,000000;-49,750000;2,320000;2,320000;11102,840000;-4230,010000;6872,830000;08.08.2018
2018-08-08T18:59:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;7c5ea989-0717-4d98-8680-ec4fbb6b8f2b;2,32;5380,010000;12481,420000;0,000000;-2,320000;0,000000;11246,260000;-4230,010000;7016,250000;08.08.2018
2018-08-10T13:21:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;G2E5KZ;4,4;5627,000000;-24784,000000;-99,940000;4,404500;4,404500;11246,260000;-4329,950000;6916,310000;10.08.2018
2018-08-10T13:44:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;d198886c-b4d1-437a-9818-ea7b66ab8f95;4,4;5699,020000;25101,220000;0,000000;-4,404500;0,000000;11563,480000;-4329,950000;7233,530000;10.08.2018
2018-08-10T15:44:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;EENEZE;2,2;5603,000000;-12339,000000;-49,750000;2,202200;2,202200;11563,480000;-4379,700000;7183,780000;10.08.2018
2018-08-10T16:48:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;d81ea85f-1928-45ed-a09c-5a5034715380;1,78;5583,480000;9950,960000;-29,850000;-1,782200;0,420000;11563,480000;-4409,550000;7153,930000;10.08.2018
2018-08-10T16:48:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;fe10980d-6e67-4696-af84-09983539be84;0,42;5676,090000;2384,110000;0,000000;-0,420000;0,000000;11559,550000;-4409,550000;7150,000000;10.08.2018
2018-08-11T09:31:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;94B3NN;4,64;5341,000000;-24796,000000;-99,980000;4,642600;4,642600;11559,550000;-4509,530000;7050,020000;11.08.2018
2018-08-11T10:00:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;4687b5e0-9964-48b2-bdb9-84ad8984bf40;4,64;5403,330000;25085,280000;0,000000;-4,642600;0,000000;11848,830000;-4509,530000;7339,300000;11.08.2018
2018-08-11T10:44:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;X9RMQE;0,37;5372,000000;-1982,000000;-7,990000;0,369000;0,369000;11848,830000;-4517,520000;7331,310000;11.08.2018
2018-08-11T10:46:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;166066bb-3f9c-4fe4-ad81-43e13dc886ee;0,37;5432,000000;2004,540000;0,000000;-0,369000;0,000000;11871,370000;-4517,520000;7353,850000;11.08.2018
2018-08-11T10:51:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;32CCB3;0,1;5385,000000;-514,000000;-2,070000;0,095500;0,095500;11871,370000;-4519,590000;7351,780000;11.08.2018
2018-08-11T12:38:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;bce89fc5-e2a9-4856-a2b1-9683c3c4052b;0,1;5370,000000;512,590000;-1,540000;-0,095500;0,000000;11869,960000;-4521,130000;7348,830000;11.08.2018
2018-08-11T12:56:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;AU5QAQ;2,68;5351,010000;-14332,000000;-57,790000;2,678400;2,678400;11869,960000;-4578,920000;7291,040000;11.08.2018
2018-08-11T14:30:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;0bbfeb9e-4043-4f72-a11f-d3f43268e249;2,68;5415,090000;14503,780000;0,000000;-2,678400;0,000000;12041,740000;-4578,920000;7462,820000;11.08.2018
2018-08-20T06:15:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;7UYPGQ;4,41;5611,000000;-24769,000000;-99,880000;4,414400;4,414400;12041,740000;-4678,800000;7362,940000;20.08.2018
2018-08-20T16:38:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;24842a43-72c1-4318-ae19-a1ccf5a35c0e;4,41;5679,290000;25070,660000;0,000000;-4,414400;0,000000;12343,400000;-4678,800000;7664,600000;20.08.2018
2018-08-20T20:55:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;N5Y2SU;2,98;5575,000000;-16591,000000;-66,900000;2,976000;2,976000;12343,400000;-4745,700000;7597,700000;20.08.2018
2018-08-20T22:08:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;8EZ55T;0,12;5576,000000;-663,500000;-2,680000;0,119000;3,095000;12343,400000;-4748,380000;7595,020000;20.08.2018
2018-08-20T22:08:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;5d5a911d-88f8-4cad-9436-f844558b71e3;0,98;5550,000000;5419,880000;-16,260000;-0,976600;2,118400;12343,400000;-4764,640000;7578,760000;20.08.2018
2018-08-20T22:08:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;687c95d0-9c0a-4cd0-bf9e-8fc3c7531cb0;0,12;5550,000000;660,670000;-1,980000;-0,119000;1,999400;12343,400000;-4766,620000;7576,780000;20.08.2018
2018-08-20T22:08:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;cd3ee69a-d3a1-4ae7-a3cc-3cbb0a564a2f;2;5638,280000;11273,430000;0,000000;-1,999400;0,000000;12442,880000;-4766,620000;7676,260000;20.08.2018
2018-08-22T01:04:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;4E4K3A;4,34;5713,000000;-24766,000000;-99,860000;4,335000;4,335000;12442,880000;-4866,480000;7576,400000;22.08.2018
2018-08-22T01:04:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;f90bfdb7-0ff6-474b-a79c-11fdc566d346;4,34;5787,160000;25087,570000;0,000000;-4,335000;0,000000;12764,450000;-4866,480000;7897,970000;22.08.2018
2018-08-22T01:06:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;H4P4ZN;1,14;5802,000000;-6629,400000;-26,730000;1,142600;1,142600;12764,450000;-4893,210000;7871,240000;22.08.2018
2018-08-22T01:06:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;NZHGXR;0,17;5762,230000;-977,900000;-3,940000;0,169700;1,312300;12764,450000;-4897,150000;7867,300000;22.08.2018
2018-08-22T01:06:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;429cda8f-d880-4ade-a82e-fa1af68709e0;0,17;5838,920000;990,940000;0,000000;-0,169700;1,142600;12764,450000;-4897,150000;7867,300000;22.08.2018
2018-08-22T01:07:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;82584bb3-de17-408a-99a0-4db137e63f0a;1,14;5871,220000;6708,370000;0,000000;-1,142600;0,000000;12856,460000;-4897,150000;7959,310000;22.08.2018
2018-08-22T01:11:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;SYVR35;0,17;5773,000000;-991,800000;-4,000000;0,171800;0,171800;12856,460000;-4901,150000;7955,310000;22.08.2018
2018-08-22T01:11:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;c1407661-1cc5-4f27-91e6-e44a30a31b90;0,17;5834,010000;1002,470000;0,000000;-0,171800;0,000000;12867,130000;-4901,150000;7965,980000;22.08.2018
2018-08-23T11:46:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;3PZKVA;4,46;5479,000000;-24458,000000;-98,620000;4,464000;4,464000;12867,130000;-4999,770000;7867,360000;23.08.2018
2018-08-23T12:10:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;be28cb55-e07b-4602-932c-d694a7f2bc99;4,46;5537,440000;24719,130000;0,000000;-4,464000;0,000000;13128,260000;-4999,770000;8128,490000;23.08.2018
2018-08-26T15:49:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;2Z3KRR;1,98;5722,000000;-11352,000000;-45,780000;1,984000;1,984000;13128,260000;-5045,550000;8082,710000;26.08.2018
2018-08-26T16:28:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;218cdc68-c1a6-4671-83ec-dd96ee634768;1,98;5780,000000;11467,520000;0,000000;-1,984000;0,000000;13243,780000;-5045,550000;8198,230000;26.08.2018
2018-08-28T10:46:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;F9C7B7;0,34;5868,000000;-1979,000000;-7,980000;0,337300;0,337300;13243,780000;-5053,530000;8190,250000;28.08.2018
2018-08-28T10:48:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;32dd4198-0f42-4d00-994a-27d5d2cfe776;0,34;5935,010000;2001,760000;0,000000;-0,337300;0,000000;13266,540000;-5053,530000;8213,010000;28.08.2018
2018-08-29T05:27:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;ZBK2U3;3,97;5962,000000;-23657,000000;-95,390000;3,968000;3,968000;13266,540000;-5148,920000;8117,620000;29.08.2018
2018-08-29T05:51:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;5715a704-e00d-43e9-af6b-c3cca4812211;3,97;6038,000000;23958,780000;0,000000;-3,968000;0,000000;13568,320000;-5148,920000;8419,400000;29.08.2018
2018-08-29T07:06:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;DMYD9S;1,71;5985,000000;-10251,000000;-41,330000;1,712700;1,712700;13568,320000;-5190,250000;8378,070000;29.08.2018
2018-08-29T07:07:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;a0dcf8ff-78c2-42cb-bbb3-00b6eb38c431;1,71;6049,020000;10360,270000;0,000000;-1,712700;0,000000;13677,590000;-5190,250000;8487,340000;29.08.2018
2018-09-01T19:10:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;WVTR7T;4,04;6136,720000;-24776,000000;-99,910000;4,037400;4,037400;13677,590000;-5290,160000;8387,430000;01.09.2018
2018-09-01T19:19:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;d0bff46d-f54d-4b92-831d-219c9705b464;4,04;6208,090000;25064,790000;0,000000;-4,037400;0,000000;13966,380000;-5290,160000;8676,220000;01.09.2018
2018-09-01T19:33:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;4TTWT3;3,43;6143,000000;-21085,000000;-85,020000;3,432300;3,432300;13966,380000;-5375,180000;8591,200000;01.09.2018
2018-09-01T19:40:00,000+0000;gdax;BTC-EUR;BtcdeGdaxProvideLiquidity;sell;e9456e5f-0ef0-426d-9980-905af118d9ae;3,43;6220,180000;21349,650000;0,000000;-3,432300;0,000000;14231,030000;-5375,180000;8855,850000;01.09.2018
2018-09-05T11:08:00,000+0000;btcde;btceur;BtcdeGdaxProvideLiquidity;buy;E82HEH;2,74;5993,000000;-16409,000000;-66,170000;2,738000;2,738000;14231,030000;-5441,350000;8789,680000;05.09.2018
